"Z30_REC_KEY","Z30_BARCODE","Z30_SUB_LIBRARY","Z30_MATERIAL","Z30_ITEM_STATUS","Z30_OPEN_DATE","Z30_UPDATE_DATE","Z30_CATALOGER","Z30_DATE_LAST_RETURN","Z30_HOUR_LAST_RETURN","Z30_IP_LAST_RETURN","Z30_NO_LOANS","Z30_ALPHA","Z30_COLLECTION","Z30_CALL_NO_TYPE","Z30_CALL_NO","Z30_CALL_NO_KEY","Z30_CALL_NO_2_TYPE","Z30_CALL_NO_2","Z30_CALL_NO_2_KEY","Z30_DESCRIPTION","Z30_NOTE_OPAC","Z30_NOTE_CIRCULATION","Z30_NOTE_INTERNAL","Z30_ORDER_NUMBER","Z30_INVENTORY_NUMBER","Z30_INVENTORY_NUMBER_DATE","Z30_LAST_SHELF_REPORT_DATE","Z30_PRICE","Z30_SHELF_REPORT_NUMBER","Z30_ON_SHELF_DATE","Z30_ON_SHELF_SEQ","Z30_REC_KEY_2","Z30_REC_KEY_3","Z30_PAGES","Z30_ISSUE_DATE","Z30_EXPECTED_ARRIVAL_DATE","Z30_ARRIVAL_DATE","Z30_ITEM_STATISTIC","Z30_ITEM_PROCESS_STATUS","Z30_COPY_ID","Z30_HOL_DOC_NUMBER_X","Z30_TEMP_LOCATION","Z30_ENUMERATION_A","Z30_ENUMERATION_B","Z30_ENUMERATION_C","Z30_ENUMERATION_D","Z30_ENUMERATION_E","Z30_ENUMERATION_F","Z30_ENUMERATION_G","Z30_ENUMERATION_H","Z30_CHRONOLOGICAL_I","Z30_CHRONOLOGICAL_J","Z30_CHRONOLOGICAL_K","Z30_CHRONOLOGICAL_L","Z30_CHRONOLOGICAL_M","Z30_SUPP_INDEX_O","Z30_85X_TYPE","Z30_DEPOSITORY_ID","Z30_LINKING_NUMBER","Z30_GAP_INDICATOR","Z30_MAINTENANCE_COUNT","Z30_PROCESS_STATUS_DATE"
"000667321000120","667321-120                    ","IRI  ","PA   ","10",20190215,20190215,"1474787   ",0,0,"",0,"L","COSF ","1","923.2 B663t e.2","1 923 2 b663!t e 2                                                              ","","","                                                                                ","e.2","","","","","M4449",20190215,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190215
"001496022000070","1496022-70                    ","IRI  ","PA   ","10",20190208,20190208,"1474787   ",0,0,"",0,"L","","1","337 B347e","1 337 b347!e                                                                    ","","","                                                                                ","","","","Doação de Hernán Segovia Villanueva","","M4411",20190208,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002926350000010","2926350-10                    ","IRI  ","PA   ","10",20190208,20190208,"1474787   ",0,0,"",0,"L","","1","923.5 P762u","1 923 5 p762!u                                                                  ","","","                                                                                ","","","","Doação de Hernán Segovia Villanueva","","M4412",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"000519793000110","519793-110                    ","IRI  ","PA   ","10",20190218,20190219,"5621670   ",0,0,"",0,"L","COSF ","1","192 W831t","1 192 w831!t                                                                    ","","","                                                                                ","","","","","","M4454",20190218,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190219
"000508373000050","508373-50                     ","IRI  ","PA   ","10",20190218,20190218,"5621670   ",0,0,"",0,"L","COSF ","1","R944.04 F983d","1 r944 04 f983!d                                                                ","","","                                                                                ","","","","","","M4456",20190218,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","NN","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190218
"002141522000040","2141522-40                    ","IRI  ","PA   ","10",20190218,20190219,"5621670   ",0,0,"",0,"L","COSF ","1","338.17373 D349p 3.ed.","1 338 17373 d349!p 3 ed                                                         ","","","                                                                                ","","","","","","M4453",20190218,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190219
"002927695000010","2927695-10                    ","IRI  ","PA   ","10",20190218,20190219,"5621670   ",0,0,"",0,"L","COSF ","1","950 P192d 2.ed.","1 950 p192!d 2 ed                                                               ","","","                                                                                ","","","","","","M4455",20190218,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190219
"001332709000110","1332709-110                   ","IRI  ","PA   ","10",20190218,20190219,"5621670   ",20190307,1655,"IRI",2,"L","COSF ","1","303.66 B663p e.2","1 303 66 b663!p e 2                                                             ","","","                                                                                ","e.2","","","","","M4452",20190218,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",2,20190219
"002328166000040","2328166-40                    ","IRI  ","PA   ","10",20190220,20190220,"1474787   ",0,0,"",0,"L","COSF ","1","947.0841 C311h 2.ed. v.1","1 947 0841 c311!h 2 ed v 1                                                      ","","","                                                                                ","2.ed. v.1","","","","","M4457",20190220,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190220
"002928409000010","2928409-10                    ","IRI  ","PA   ","97",20190220,20190220,"1474787   ",0,0,"",0,"L","","1","T303.484 A663o","1 t303 484 a663!o                                                               ","","","                                                                                ","","","","","","T128",20190220,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190220
"001681197000060","1689958-40                    ","IRI  ","PA   ","10",20190221,20190221,"3791771   ",0,0,"",0,"L","","1","341 A171m 16.ed. e.2","1 341 a171!m 16 ed e 2                                                          ","","","                                                                                ","","","","Doação da Profa.  Deisy de F. L. Ventura","","M1256",20160816,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190221
"002717234000120","2717234-120                   ","IRI  ","PA   ","10",20190220,20190221,"5621670   ",0,0,"",0,"L","","1","361.1 T768","1 361 1 t768                                                                    ","","","                                                                                ","","","","doação Marta Rossetti (núcleo CEM)","","M4459",20190220,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190221
"002927325000020","2927325-20                    ","IRI  ","PA   ","10",20190220,20190221,"5621670   ",0,0,"",0,"L","","1","320.6 P769","1 320 6 p769                                                                    ","","","                                                                                ","","","","doação Marta Rossetti (núcleo CEM)","","M4458",20190220,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190221
"001766923000080","1766923-80                    ","IRI  ","PA   ","10",20190221,20190221,"5621670   ",0,0,"",1,"L","","1","341 A171m 17.ed. e.2","1 341 a171!m 17 ed e 2                                                          ","","","                                                                                ","e.2","","","doação Roberto Troitino","","M4461",20190221,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",1,20190221
"001681197000050","1689958-30                    ","IRI  ","PA   ","10",20190221,20190221,"3791771   ",0,0,"",0,"L","","1","341 A171m 16.ed.","1 341 a171!m 16 ed                                                              ","","","                                                                                ","","","","Doação Prof. Dr. Pedro B. A. Dallari","","M1030",20160720,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190221
"002739467000020","2739467-20                    ","IRI  ","PA   ","10",20190222,20190222,"5621670   ",0,0,"",0,"L","COSF ","1","909.825 G465c v.3 e.2","1 909 825 g465!c v 3 e 2                                                        ","","","                                                                                ","v.3 e.2","","","","","M4465",20190222,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190222
"002928840000010","2928840-10                    ","IRI  ","PA   ","10",20190222,20190222,"5621670   ",0,0,"",0,"L","COSF ","1","923.2 G593j v.1","1 923 2 g593!j v 1                                                              ","","","                                                                                ","v.1","","","","","M4466",20190222,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190222
"002928840000020","2928840-20                    ","IRI  ","PA   ","10",20190222,20190222,"5621670   ",0,0,"",0,"L","COSF ","1","923.2 G593j v.2","1 923 2 g593!j v 2                                                              ","","","                                                                                ","v.2","","","","","M4467",20190222,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190222
"001345162000030","1345162-30                    ","IRI  ","PA   ","10",20190221,20190221,"5621670   ",0,0,"",0,"L","COSF ","1","330.942 H684d 5.ed.","1 330 942 h684!d 5 ed                                                           ","","","                                                                                ","","","","","","M4462",20190221,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190221
"000636595000170","636595-170                    ","IRI  ","PA   ","10",20190221,20190221,"5621670   ",0,0,"",0,"L","COSF ","1","325.3 F395","1 325 3 f395                                                                    ","","","                                                                                ","","","","","","M4463",20190221,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190221
"002925326000020","2925326-20                    ","IRI  ","PA   ","10",20190205,20190208,"5621670   ",0,0,"",0,"L","","1","327 T772 e.2","1 327 t772 e 2                                                                  ","","","                                                                                ","e.2","","","Doação de Arthur Murta","","M4391",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002925326000030","2925326-30                    ","IRI  ","PA   ","10",20190205,20190208,"5621670   ",0,0,"",0,"L","","1","327 T772 e.3","1 327 t772 e 3                                                                  ","","","                                                                                ","e.3","","","Doação de Arthur Murta","","M4392",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00003","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002925288000010","2925288-10                    ","IRI  ","PA   ","10",20190205,20190208,"5621670   ",0,0,"",0,"L","","1","342.81 A488i","1 342 81 a488!i                                                                 ","","","                                                                                ","","","","Doação de Lucas Fucci Amato","","M4393",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002328166000050","2328166-50                    ","IRI  ","PA   ","10",20190225,20190225,"1474787   ",0,0,"",0,"L","COSF ","","947.0841 C311h 2.ed. v.3","947.0841 c311h 2.ed. v.3                                                        ","","","                                                                                ","2.ed. v.3","","","","","M4468",20190225,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190225
"002928863000010","2928863-10                    ","IRI  ","PA   ","10",20190225,20190225,"1474787   ",0,0,"",0,"L","COSF ","","947.0841 C311h v.2","947.0841 c311h v.2                                                              ","","","                                                                                ","v.2","","","","","M4469",20190225,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190225
"001630311000080","1630311-80                    ","IRI  ","PA   ","10",20190225,20190225,"1474787   ",0,0,"",0,"L","COSF ","","335.4 B663n","335.4 b663n                                                                     ","","","                                                                                ","","","","","","M4470",20190225,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190225
"001231831000070","1231831-70                    ","IRI  ","PA   ","10",20190225,20190225,"1474787   ",0,0,"",0,"L","COSF ","","327.98 C419r e.2","327.98 c419r e.2                                                                ","","","                                                                                ","e.2","","","","","M4472",20190225,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190225
"000444808000040","444808-40                     ","IRI  ","PA   ","10",20190225,20190225,"1474787   ",0,0,"",0,"L","COSF ","","193 B663e","193 b663e                                                                       ","","","                                                                                ","","","","","","M4471",20190225,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190225
"002151819000030","2151819-30                    ","IRI  ","PA   ","10",20190227,20190227,"1474787   ",0,0,"",0,"L","COSF ","1","943.087 M613m","1 943 087 m613!m                                                                ","","","                                                                                ","","","","","","M4477",20190226,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190227
"002929417000010","2929417-10                    ","IRI  ","PA   ","10",20190226,20190226,"1474787   ",0,0,"",0,"L","COSF ","","327.47073 F991k","327.47073 f991k                                                                 ","","","                                                                                ","","","","","","M4475",20190226,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190226
"002344719000020","2344719-20                    ","IRI  ","PA   ","10",20190208,20190214,"5621670   ",0,0,"",0,"L","COSF ","1","923.5 W719s","1 923 5 w719!s                                                                  ","","","                                                                                ","","","","","","M4414",20190208,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190214
"002924917000010","406036-20                     ","IRI  ","PA   ","10",20190204,20190204,"3791771   ",0,0,"",0,"L","","1","342.81 C758a 2.ed.","1 342 81 c758!a 2 ed                                                            ","","","                                                                                ","","","","Prof. Dr. Pedro B. A. Dallari","","M1424",20160919,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190204
"002924810000010","2924810-10                    ","IRI  ","PA   ","10",20190204,20190204,"1474787   ",20190226,1637,"IRI",1,"L","","1","330 M278i 3.ed.","1 330 m278!i 3 ed                                                               ","","","                                                                                ","3.ed.","","","Doação de Roberto Troitino","","M4389",20190104,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",1,20190204
"002925326000010","2925326-10                    ","IRI  ","PA   ","10",20190205,20190208,"5621670   ",0,0,"",0,"L","","1","327 T772","1 327 t772                                                                      ","","","                                                                                ","","","","Doação da Pós Graduação","","M4390",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002925306000010","2925306-10                    ","IRI  ","PA   ","10",20190205,20190205,"5621670   ",0,0,"",0,"L","","1","327.09 P877","1 327 09 p877                                                                   ","","","                                                                                ","","","","Doação do Prof. Alexandre Moreli","","M4394",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","NN","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190205
"002847330000040","2847330-40                    ","IRI  ","PA   ","10",20190207,20190207,"1474787   ",0,0,"",0,"L","","1","323 D598","1 323 d598                                                                      ","","","                                                                                ","","","","Doação da Pós-Graduação","","M4397",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190207
"002153079000040","2153079-40                    ","IRI  ","PA   ","10",20190204,20190204,"1474787   ",0,0,"",1,"L","","","337 K94e 6.ed. e.2","337 k94e 6.ed. e.2                                                              ","","","                                                                                ","6.ed. e.2","","","Doação de Roberto Troitino","","M4388",20190204,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",1,20190204
"002925217000010","2925217-10                    ","IRI  ","PA   ","10",20190205,20190205,"1474787   ",0,0,"",0,"L","","1","T327.81 C824c","1 t327 81 c824!c                                                                ","","","                                                                                ","","","","Doação da Pós-Graduação","","T123",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190205
"000004688000060","4688-60                       ","IRI  ","PA   ","10",20190208,20190214,"5621670   ",0,0,"",0,"L","COSF ","1","981.063 D771m 2.ed.","1 981 063 d771!m 2 ed                                                           ","","","                                                                                ","","","","","","M4413",20190208,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190214
"000096768000040","96768-40                      ","IRI  ","PA   ","10",20190208,20190208,"1474787   ",0,0,"",0,"L","COSF ","1","923.2 L533m","1 923 2 l533!m                                                                  ","","","                                                                                ","","","","","","M4410",20190208,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002926306000010","2926306-10                    ","IRI  ","PA   ","10",20190208,20190208,"5621670   ",0,0,"",0,"L","COSF ","1","R303.4903 A883d","1 r303 4903 a883!d                                                              ","","","                                                                                ","","","","","","M4415",20190208,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","NN","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002925167000010","2925167-10                    ","IRI  ","PA   ","10",20190205,20190205,"1474787   ",0,0,"",0,"L","","1","T323.098161 A275d","1 t323 098161 a275!d                                                            ","","","                                                                                ","","","","Doação da Pós-Graduação","","T122",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190205
"002905118000020","2905118-20                    ","IRI  ","PA   ","10",20190207,20190208,"5621670   ",0,0,"",0,"L","","1","320.1 E79","1 320 1 e79                                                                     ","","","                                                                                ","","","","Doação da Pós Graduação","","M4404",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"001313935000090","1313935-90                    ","IRI  ","PA   ","10",20190207,20190207,"1474787   ",0,0,"",0,"L","COSF ","1","193 K79i","1 193 k79!i                                                                     ","","","                                                                                ","","","","","","M4399",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190207
"001542120000090","1542120-90                    ","IRI  ","PA   ","10",20190207,20190208,"5621670   ",0,0,"",0,"L","COSF ","1","944.04 R653d","1 944 04 r653!d                                                                 ","","","                                                                                ","","","","","","M4405",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002926074000010","2926074-10                    ","IRI  ","PA   ","10",20190207,20190207,"1474787   ",0,0,"",0,"L","COSF ","1","943 C592i","1 943 c592!i                                                                    ","","","                                                                                ","","","","","","M4402",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190207
"001372905000020","1372905-20                    ","IRI  ","PA   ","10",20190207,20190207,"1474787   ",0,0,"",0,"L","COSF ","1","944.081 C555p","1 944 081 c555!p                                                                ","","","                                                                                ","","","","","","M4400",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190207
"002925370000010","2925370-10                    ","IRI  ","PA   ","10",20190205,20190208,"5621670   ",0,0,"",0,"L","","1","339 M174 4.ed.","1 339 m174 4 ed                                                                 ","","","                                                                                ","","","","Doação da Prof. Adriana Schor","","M4395",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"001900001000030","1900001-30                    ","IRI  ","PA   ","10",20190207,20190207,"1474787   ",0,0,"",0,"L","COSF ","1","341.2 O68","1 341 2 o68                                                                     ","","","                                                                                ","","","","","","M4401",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190207
"002926014000010","2926014-10                    ","IRI  ","PA   ","10",20190207,20190208,"5621670   ",0,0,"",0,"L","COSF ","1","947.0841 K88r","1 947 0841 k88!r                                                                ","","","                                                                                ","","","","","","M4406",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"001821689000020","1821689-20                    ","IRI  ","PA   ","10",20190207,20190208,"5621670   ",0,0,"",0,"L","COSF ","1","981.062 P275p","1 981 062 p275!p                                                                ","","","                                                                                ","","","","","","M4407",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"000576425000030","576425-30                     ","IRI  ","PA   ","10",20190207,20190208,"5621670   ",0,0,"",0,"L","COSF ","1","923.2 D883c v.1","1 923 2 d883!c v 1                                                              ","","","                                                                                ","v.1","","","","","M4408",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002669952000020","2669952-20                    ","IRI  ","PA   ","10",20190207,20190208,"5621670   ",0,0,"",0,"L","COSF ","1","941.06 L415r","1 941 06 l415!r                                                                 ","","","                                                                                ","","","","","","M4409",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"002926081000010","2926081-10                    ","IRI  ","PA   ","10",20190207,20190207,"1474787   ",0,0,"",0,"L","COSF ","1","909.82 K44t 3.ed.","1 909 82 k44!t 3 ed                                                             ","","","                                                                                ","3.ed.","","","","","M4403",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190207
"002925370000020","2925370-20                    ","IRI  ","PA   ","10",20190205,20190208,"5621670   ",0,0,"",0,"L","","1","339 M174 4.ed. e.2","1 339 m174 4 ed e 2                                                             ","","","                                                                                ","e.2","","","Doação da Prof. Adriana Schor","","M4396",20190205,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190208
"000514318000090","514318-90                     ","IRI  ","PA   ","10",20190207,20190207,"1474787   ",0,0,"",0,"L","COSF ","1","341.7 R467d","1 341 7 r467!d                                                                  ","","","                                                                                ","","","","","","M4398",20190207,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190207
"002699172000020","2699172-20                    ","IRI  ","PA   ","10",20190226,20190226,"1474787   ",0,0,"",0,"L","COSF ","","923.2 D664j","923.2 d664j                                                                     ","","","                                                                                ","","","","","","M4474",20190226,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190226
"001356912000140","1356912-140                   ","IRI  ","PA   ","10",20190227,20190227,"1474787   ",0,0,"",0,"L","COSF ","1","192 B515e","1 192 b515!e                                                                    ","","","                                                                                ","","","","","","M4481",20190226,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190227
"000590926000200","590926-200                    ","IRI  ","PA   ","10",20190228,20190228,"MARIAMA   ",0,0,"",0,"L","COSF ","1","302 C221m e.2","1 302 c221!m e 2                                                                ","","","                                                                                ","e.2","","","","","M4484",20190228,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190228
"002158443000020","2158443-20                    ","IRI  ","PA   ","10",20190227,20190227,"1474787   ",0,0,"",0,"L","COSF ","1","327.47 Z93i","1 327 47 z93!i                                                                  ","","","                                                                                ","","","","","","M4483",20190226,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190227
"000613099000320","613099-320                    ","IRI  ","PA   ","10",20190227,20190227,"1474787   ",0,0,"",0,"L","COSF ","1","923.2 V297d v.1","1 923 2 v297!d v 1                                                              ","","","                                                                                ","v.1","","","","","M4478",20190226,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190227
"002929576000010","2929576-10                    ","IRI  ","PA   ","10",20190227,20190227,"1474787   ",0,0,"",0,"L","COSF ","","355.02 K26i","355.02 k26i                                                                     ","","","                                                                                ","","","","","","M4480",20190226,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190227
"000613099000330","613099-330                    ","IRI  ","PA   ","10",20190227,20190227,"1474787   ",0,0,"",0,"L","COSF ","1","923.2 V297d v.2","1 923 2 v297!d v 2                                                              ","","","                                                                                ","v.2","","","","","M4479",20190227,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190227
"000175789000040","175789-40                     ","IRI  ","PA   ","10",20190227,20190227,"1474787   ",0,0,"",0,"L","COSF ","1","923.5 D883c","1 923 5 d883!c                                                                  ","","","                                                                                ","","","","","","M4476",20190227,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190227
"001537477000030","1537477-30                    ","IRI  ","PA   ","10",20190228,20190228,"1474787   ",0,0,"",0,"L","COSF ","1","341.4 R175t","1 341 4 r175!t                                                                  ","","","                                                                                ","","","","","","M4485",20190228,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190228
"002502590000140","2502590-140                   ","IRI  ","PA   ","10",20190228,20190228,"1474787   ",0,0,"",0,"L","COSF ","1","923.2 N496g 2013 v.2","1 923 2 n496!g 2013 v 2                                                         ","","","                                                                                ","2013 v.2","","","","","M4488",20190228,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190228
